,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
8161,8161,2.0,0.7771,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(4483, 1), (5039, 1)]"
8162,8162,0.0,0.8624,"link, full, check, bike, bio, profile, video, race, build, detail","[(516, 1), (777, 1), (2901, 1), (4623, 1)]"
8163,8163,0.0,0.3333,"link, full, check, bike, bio, profile, video, race, build, detail",[]
8164,8164,1.0,0.6524,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(301, 1)]"
8165,8165,2.0,0.6653,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(5040, 1)]"
8166,8166,2.0,0.6666,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(1211, 1)]"
8167,8167,1.0,0.7244,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(1825, 1), (4754, 1)]"
8168,8168,0.0,0.3333,"link, full, check, bike, bio, profile, video, race, build, detail",[]
8169,8169,1.0,0.9394,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(36, 2), (86, 1), (196, 1), (377, 1), (513, 1), (536, 1), (649, 1), (745, 1), (1104, 1), (5041, 1)]"
8170,8170,0.0,0.3333,"link, full, check, bike, bio, profile, video, race, build, detail",[]
8171,8171,0.0,0.3333,"link, full, check, bike, bio, profile, video, race, build, detail",[]
8172,8172,0.0,0.3333,"link, full, check, bike, bio, profile, video, race, build, detail",[]
8173,8173,2.0,0.6572,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(4776, 1)]"
8174,8174,1.0,0.6525,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(301, 1)]"
