,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
0,0,2.0,0.5051,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1)]"
1,1,2.0,0.8218,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(6, 1), (7, 1), (8, 1)]"
2,2,0.0,0.8276,"link, full, check, bike, bio, profile, video, race, build, detail","[(9, 1), (10, 1), (11, 1)]"
3,3,0.0,0.3333,"link, full, check, bike, bio, profile, video, race, build, detail",[]
4,4,1.0,0.4905,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(12, 1), (13, 1), (14, 1), (15, 1)]"
5,5,0.0,0.5429,"link, full, check, bike, bio, profile, video, race, build, detail","[(16, 1), (17, 1), (18, 1), (19, 1), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1), (25, 1), (26, 1)]"
6,6,2.0,0.7183,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(7, 1), (27, 1), (28, 1), (29, 1), (30, 1), (31, 1), (32, 1)]"
7,7,0.0,0.4837,"link, full, check, bike, bio, profile, video, race, build, detail","[(1, 1), (24, 1), (33, 1), (34, 1), (35, 1), (36, 1), (37, 1)]"
8,8,0.0,0.5534,"link, full, check, bike, bio, profile, video, race, build, detail","[(38, 1), (39, 1), (40, 1), (41, 1), (42, 1), (43, 1), (44, 1), (45, 1), (46, 1), (47, 1)]"
9,9,2.0,0.8596,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(11, 1), (48, 1), (49, 1), (50, 1)]"
10,10,1.0,0.9101,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(7, 1), (14, 1), (36, 1), (46, 1), (51, 1), (52, 1), (53, 1), (54, 1), (55, 1), (56, 1), (57, 1), (58, 1), (59, 1), (60, 1), (61, 1)]"
11,11,2.0,0.6642,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(62, 1)]"
12,12,2.0,0.6628,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(63, 1)]"
13,13,1.0,0.8743,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(17, 1), (64, 1), (65, 1), (66, 1), (67, 1)]"
14,14,2.0,0.9312,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(1, 1), (4, 1), (5, 1), (6, 1), (7, 1), (68, 1), (69, 1), (70, 1), (71, 1)]"
15,15,0.0,0.9494,"link, full, check, bike, bio, profile, video, race, build, detail","[(72, 1), (73, 1), (74, 1), (75, 1), (76, 1), (77, 1), (78, 1), (79, 1), (80, 1), (81, 1), (82, 1), (83, 1), (84, 1), (85, 1), (86, 1)]"
16,16,0.0,0.6605,"link, full, check, bike, bio, profile, video, race, build, detail","[(87, 1)]"
17,17,1.0,0.5605,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(7, 1), (36, 1), (66, 1), (88, 1)]"
18,18,0.0,0.9148,"link, full, check, bike, bio, profile, video, race, build, detail","[(20, 1), (73, 1), (88, 1), (89, 2), (90, 1), (91, 1)]"
19,19,0.0,0.8824,"link, full, check, bike, bio, profile, video, race, build, detail","[(73, 1), (74, 1), (80, 1), (83, 1), (86, 1)]"
20,20,0.0,0.8891,"link, full, check, bike, bio, profile, video, race, build, detail","[(73, 1), (75, 1), (76, 1), (80, 1), (82, 1), (83, 1), (84, 1), (85, 1), (92, 1), (93, 1), (94, 1)]"
21,21,0.0,0.8657,"link, full, check, bike, bio, profile, video, race, build, detail","[(79, 1), (91, 1), (95, 1), (96, 1)]"
22,22,0.0,0.775,"link, full, check, bike, bio, profile, video, race, build, detail","[(81, 1), (87, 1)]"
23,23,0.0,0.9465,"link, full, check, bike, bio, profile, video, race, build, detail","[(2, 1), (11, 1), (36, 1), (88, 1), (97, 1), (98, 1), (99, 1), (100, 1), (101, 1), (102, 1), (103, 1), (104, 1), (105, 1)]"
24,24,1.0,0.8391,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(106, 1), (107, 1), (108, 1), (109, 1), (110, 1), (111, 1), (112, 1), (113, 1)]"
25,25,2.0,0.7583,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(11, 1), (114, 1)]"
26,26,2.0,0.4877,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(7, 1), (11, 1), (115, 1), (116, 1), (117, 1), (118, 1), (119, 1)]"
27,27,1.0,0.8654,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(11, 1), (41, 1), (119, 2), (120, 1)]"
28,28,1.0,0.9098,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(17, 1), (46, 1), (121, 1), (122, 1), (123, 1), (124, 1), (125, 1)]"
29,29,2.0,0.8335,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(2, 1), (126, 1), (127, 1), (128, 1)]"
30,30,0.0,0.3333,"link, full, check, bike, bio, profile, video, race, build, detail",[]
31,31,0.0,0.9037,"link, full, check, bike, bio, profile, video, race, build, detail","[(45, 1), (74, 1), (75, 1), (79, 1), (81, 1), (83, 2), (85, 1), (86, 1), (91, 1), (92, 1), (96, 1), (129, 1), (130, 1), (131, 1), (132, 1), (133, 1), (134, 1)]"
32,32,2.0,0.6469,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(46, 1), (75, 1), (121, 1), (135, 1), (136, 1), (137, 1), (138, 1), (139, 1), (140, 1), (141, 1), (142, 1), (143, 1), (144, 1), (145, 1), (146, 1), (147, 1), (148, 1), (149, 1), (150, 1), (151, 1), (152, 1), (153, 1), (154, 1)]"
33,33,1.0,0.5417,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(88, 1), (89, 1), (155, 1), (156, 1)]"
34,34,2.0,0.5011,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(11, 1), (44, 1), (128, 1), (157, 1), (158, 1), (159, 1), (160, 1)]"
35,35,1.0,0.5417,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(88, 1), (89, 1), (155, 1), (156, 1)]"
36,36,0.0,0.5765,"link, full, check, bike, bio, profile, video, race, build, detail","[(44, 1), (60, 1), (157, 1), (158, 1), (159, 1), (160, 1)]"
37,37,2.0,0.7616,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(11, 1), (128, 1)]"
38,38,0.0,0.6461,"link, full, check, bike, bio, profile, video, race, build, detail","[(146, 1), (155, 1), (161, 1), (162, 1)]"
39,39,2.0,0.8468,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(156, 1), (157, 1), (163, 1), (164, 1)]"
40,40,0.0,0.8449,"link, full, check, bike, bio, profile, video, race, build, detail","[(20, 1), (165, 1), (166, 1), (167, 1), (168, 1), (169, 1)]"
41,41,2.0,0.6663,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(128, 1)]"
42,42,0.0,0.668,"link, full, check, bike, bio, profile, video, race, build, detail","[(170, 1), (171, 1), (172, 1), (173, 1), (174, 1), (175, 1), (176, 1), (177, 1), (178, 1), (179, 1)]"
43,43,2.0,0.8551,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(156, 1), (163, 1), (180, 1), (181, 1)]"
44,44,0.0,0.845,"link, full, check, bike, bio, profile, video, race, build, detail","[(20, 1), (165, 1), (166, 1), (167, 1), (168, 1), (169, 1)]"
45,45,2.0,0.6663,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(128, 1)]"
46,46,2.0,0.4766,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(7, 1), (73, 1), (75, 1), (182, 1), (183, 1)]"
47,47,0.0,0.5182,"link, full, check, bike, bio, profile, video, race, build, detail","[(20, 1), (141, 1), (184, 1), (185, 1), (186, 1), (187, 1), (188, 1)]"
48,48,2.0,0.5941,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(14, 1), (18, 1), (155, 1), (156, 1), (164, 1), (189, 1)]"
49,49,0.0,0.3333,"link, full, check, bike, bio, profile, video, race, build, detail",[]
50,50,2.0,0.6663,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(128, 1)]"
51,51,0.0,0.8183,"link, full, check, bike, bio, profile, video, race, build, detail","[(135, 1), (190, 1), (191, 1)]"
52,52,2.0,0.5218,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(46, 1), (192, 1)]"
53,53,1.0,0.5709,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(26, 1), (152, 1), (193, 1), (194, 1), (195, 1), (196, 1), (197, 1), (198, 1), (199, 1)]"
54,54,0.0,0.866,"link, full, check, bike, bio, profile, video, race, build, detail","[(79, 1), (89, 1), (96, 1), (188, 1)]"
55,55,1.0,0.7588,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(135, 1), (200, 1)]"
56,56,2.0,0.8932,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(6, 1), (7, 1), (14, 1), (127, 1), (156, 1), (164, 1), (201, 1), (202, 1), (203, 1), (204, 1), (205, 1)]"
57,57,2.0,0.6663,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(128, 1)]"
58,58,0.0,0.5836,"link, full, check, bike, bio, profile, video, race, build, detail","[(206, 1), (207, 1)]"
59,59,1.0,0.6263,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(66, 1)]"
60,60,0.0,0.7733,"link, full, check, bike, bio, profile, video, race, build, detail","[(208, 1), (209, 1)]"
61,61,0.0,0.8949,"link, full, check, bike, bio, profile, video, race, build, detail","[(1, 1), (20, 1), (24, 1), (79, 1), (96, 1), (188, 1), (196, 1), (208, 1), (210, 1), (211, 1)]"
62,62,1.0,0.6645,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(212, 1)]"
63,63,1.0,0.646,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(46, 1), (53, 1), (88, 1), (209, 1), (213, 1), (214, 1), (215, 1), (216, 1)]"
64,64,2.0,0.5953,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(128, 1), (217, 1), (218, 1)]"
65,65,0.0,0.491,"link, full, check, bike, bio, profile, video, race, build, detail","[(1, 1), (2, 1), (47, 1), (208, 1), (219, 1), (220, 1), (221, 1), (222, 1), (223, 1)]"
66,66,1.0,0.8971,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(2, 1), (24, 1), (50, 1), (127, 1), (154, 1), (224, 1), (225, 1)]"
67,67,2.0,0.739,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(226, 1), (227, 1)]"
68,68,2.0,0.466,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(51, 1), (128, 1)]"
69,69,0.0,0.8282,"link, full, check, bike, bio, profile, video, race, build, detail","[(208, 1), (209, 1), (228, 1)]"
70,70,0.0,0.8922,"link, full, check, bike, bio, profile, video, race, build, detail","[(24, 1), (205, 1), (229, 1), (230, 1), (231, 1), (232, 1)]"
71,71,1.0,0.8597,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(2, 1), (13, 1), (85, 1), (168, 1), (233, 2), (234, 1), (235, 1)]"
72,72,0.0,0.599,"link, full, check, bike, bio, profile, video, race, build, detail","[(20, 1), (79, 1), (89, 1), (96, 1), (188, 1), (212, 1), (223, 1), (236, 1), (237, 1), (238, 1)]"
73,73,0.0,0.5675,"link, full, check, bike, bio, profile, video, race, build, detail","[(239, 1), (240, 1), (241, 1), (242, 1), (243, 1)]"
74,74,0.0,0.7404,"link, full, check, bike, bio, profile, video, race, build, detail","[(9, 1), (26, 1), (46, 1), (136, 1), (146, 1), (239, 2), (240, 1), (244, 1), (245, 1), (246, 1), (247, 1), (248, 1), (249, 1), (250, 1), (251, 1), (252, 1), (253, 1), (254, 1), (255, 1), (256, 1), (257, 1), (258, 1), (259, 1), (260, 1), (261, 1), (262, 1)]"
75,75,2.0,0.9197,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(53, 1), (63, 1), (263, 1), (264, 1), (265, 1), (266, 1), (267, 1), (268, 1), (269, 1), (270, 1)]"
76,76,2.0,0.9056,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(7, 1), (30, 1), (222, 1), (267, 1), (271, 1), (272, 1), (273, 1), (274, 1), (275, 1), (276, 1), (277, 1), (278, 1), (279, 1), (280, 1), (281, 1)]"
77,77,1.0,0.4681,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(267, 1), (271, 1), (282, 1)]"
78,78,0.0,0.6891,"link, full, check, bike, bio, profile, video, race, build, detail","[(150, 1), (216, 1), (265, 1), (267, 1), (283, 1), (284, 1), (285, 1), (286, 1), (287, 1)]"
79,79,1.0,0.7636,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(13, 1), (136, 1), (267, 1), (288, 1), (289, 1), (290, 1), (291, 1), (292, 1)]"
80,80,2.0,0.7756,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(63, 1), (293, 1)]"
81,81,2.0,0.7605,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(26, 1), (53, 1), (63, 1), (267, 1), (294, 1), (295, 1), (296, 1), (297, 1), (298, 1), (299, 1)]"
82,82,2.0,0.8305,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(63, 1), (180, 1), (267, 1)]"
83,83,1.0,0.7417,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(177, 1), (181, 1), (267, 1), (300, 1), (301, 1), (302, 1), (303, 1)]"
84,84,2.0,0.6628,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(63, 1)]"
85,85,2.0,0.8289,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(8, 1), (13, 1), (85, 1), (267, 1), (304, 1), (305, 1), (306, 1), (307, 1), (308, 1), (309, 1)]"
86,86,1.0,0.8391,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(47, 1), (227, 1), (310, 1), (311, 1)]"
87,87,0.0,0.7893,"link, full, check, bike, bio, profile, video, race, build, detail","[(23, 1), (79, 1), (96, 1), (189, 1), (312, 1), (313, 1)]"
88,88,1.0,0.6645,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(212, 1)]"
89,89,2.0,0.6663,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(128, 1)]"
90,90,1.0,0.5535,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(225, 1), (314, 1)]"
91,91,1.0,0.6645,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(212, 1)]"
92,92,2.0,0.6663,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(128, 1)]"
93,93,0.0,0.6,"link, full, check, bike, bio, profile, video, race, build, detail","[(2, 1), (47, 1), (205, 1), (233, 1), (314, 1), (315, 1), (316, 1), (317, 1), (318, 1)]"
94,94,2.0,0.8205,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(24, 1), (127, 1), (319, 1)]"
95,95,1.0,0.4689,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(128, 1), (212, 1), (320, 1)]"
96,96,1.0,0.7981,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(2, 1), (205, 1), (233, 1)]"
97,97,2.0,0.4483,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(128, 1), (212, 1)]"
98,98,1.0,0.5784,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(212, 1), (227, 1), (228, 1), (321, 1), (322, 1)]"
99,99,2.0,0.8617,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(49, 1), (50, 1), (228, 1), (313, 1), (323, 1), (324, 1), (325, 1), (326, 1), (327, 1), (328, 1), (329, 1), (330, 1), (331, 1), (332, 1), (333, 1)]"
100,100,0.0,0.8658,"link, full, check, bike, bio, profile, video, race, build, detail","[(20, 1), (89, 1), (169, 1), (188, 1)]"
101,101,1.0,0.8185,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(46, 1), (61, 1), (334, 1)]"
102,102,2.0,0.6888,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(220, 1), (268, 1), (303, 1), (335, 1), (336, 1), (337, 1), (338, 1), (339, 1)]"
103,103,0.0,0.6479,"link, full, check, bike, bio, profile, video, race, build, detail","[(141, 1)]"
104,104,0.0,0.3333,"link, full, check, bike, bio, profile, video, race, build, detail",[]
105,105,2.0,0.6656,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(340, 1)]"
106,106,0.0,0.7738,"link, full, check, bike, bio, profile, video, race, build, detail","[(341, 1), (342, 1)]"
107,107,2.0,0.7763,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(343, 1), (344, 1)]"
108,108,2.0,0.777,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(345, 1), (346, 1)]"
109,109,0.0,0.5265,"link, full, check, bike, bio, profile, video, race, build, detail","[(79, 1), (341, 1), (347, 1), (348, 1), (349, 1), (350, 1)]"
110,110,0.0,0.3333,"link, full, check, bike, bio, profile, video, race, build, detail",[]
111,111,0.0,0.9191,"link, full, check, bike, bio, profile, video, race, build, detail","[(51, 1), (351, 1), (352, 1), (353, 1), (354, 1), (355, 1), (356, 1), (357, 1), (358, 1), (359, 1), (360, 1)]"
112,112,2.0,0.9038,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(352, 1), (361, 1), (362, 1), (363, 1), (364, 1), (365, 1)]"
113,113,2.0,0.6557,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(366, 1)]"
114,114,1.0,0.7766,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(245, 1), (367, 1)]"
115,115,0.0,0.896,"link, full, check, bike, bio, profile, video, race, build, detail","[(20, 1), (61, 1), (89, 1), (91, 1), (169, 1), (368, 1), (369, 1)]"
116,116,1.0,0.7764,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(61, 1), (370, 1)]"
117,117,0.0,0.8419,"link, full, check, bike, bio, profile, video, race, build, detail","[(46, 1), (61, 1), (268, 1), (371, 1), (372, 1), (373, 1), (374, 1)]"
118,118,0.0,0.8959,"link, full, check, bike, bio, profile, video, race, build, detail","[(20, 1), (61, 1), (89, 1), (91, 1), (169, 1), (368, 1), (369, 1)]"
119,119,1.0,0.7764,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(61, 1), (370, 1)]"
120,120,1.0,0.5823,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(46, 1), (49, 1), (61, 1), (141, 1), (144, 1), (169, 1), (188, 1), (322, 1)]"
121,121,0.0,0.6335,"link, full, check, bike, bio, profile, video, race, build, detail","[(36, 1), (46, 1), (49, 1), (61, 1), (88, 1), (132, 1), (289, 1), (375, 1), (376, 1), (377, 1), (378, 1), (379, 1), (380, 1), (381, 1), (382, 1), (383, 1), (384, 1), (385, 1)]"
122,122,1.0,0.9034,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(386, 1), (387, 1), (388, 1), (389, 1), (390, 1), (391, 1)]"
123,123,0.0,0.3333,"link, full, check, bike, bio, profile, video, race, build, detail",[]
124,124,1.0,0.875,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(61, 1), (222, 1), (392, 1), (393, 1), (394, 1)]"
125,125,1.0,0.5801,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(46, 1), (63, 1), (79, 1), (188, 1), (196, 1), (222, 1), (395, 1), (396, 1), (397, 1)]"
126,126,1.0,0.7764,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(61, 1), (370, 1)]"
127,127,1.0,0.6959,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(9, 1), (36, 1), (61, 1), (94, 1), (98, 1), (116, 2), (124, 1), (143, 1), (188, 2), (226, 1), (312, 1), (376, 1), (383, 1), (386, 1), (389, 1), (398, 1), (399, 1), (400, 1), (401, 1), (402, 1), (403, 1), (404, 1), (405, 1), (406, 2), (407, 1), (408, 1), (409, 1), (410, 1)]"
128,128,2.0,0.4922,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(20, 1), (107, 1), (137, 1), (167, 1), (169, 1), (186, 1), (193, 1), (329, 1), (378, 1), (387, 1), (406, 1), (411, 1), (412, 1), (413, 1), (414, 1), (415, 1), (416, 1), (417, 1), (418, 1), (419, 1), (420, 1), (421, 1), (422, 1), (423, 1), (424, 1)]"
129,129,1.0,0.5953,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(17, 1), (303, 1), (425, 1), (426, 1), (427, 1)]"
130,130,2.0,0.7811,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(428, 1), (429, 1), (430, 1), (431, 1), (432, 1)]"
131,131,2.0,0.6663,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(128, 1)]"
132,132,1.0,0.708,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(119, 1), (154, 1), (222, 1), (237, 1), (414, 1)]"
133,133,2.0,0.8018,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(19, 3), (20, 1), (79, 1), (88, 2), (89, 1), (96, 1), (119, 1), (174, 1), (197, 2), (205, 1), (220, 1), (318, 1), (393, 1), (433, 1), (434, 1), (435, 1), (436, 1), (437, 1), (438, 1), (439, 1), (440, 1), (441, 2), (442, 1), (443, 1), (444, 1), (445, 1), (446, 1), (447, 1), (448, 1), (449, 1), (450, 1), (451, 2), (452, 1), (453, 1), (454, 1), (455, 1), (456, 1), (457, 2), (458, 1), (459, 1), (460, 2), (461, 1), (462, 1), (463, 1)]"
134,134,0.0,0.5527,"link, full, check, bike, bio, profile, video, race, build, detail","[(61, 2), (222, 1), (370, 1), (371, 1), (372, 1), (373, 1), (464, 1), (465, 1)]"
135,135,1.0,0.8038,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(89, 1), (91, 1), (239, 1), (240, 1), (241, 1), (264, 1), (303, 1), (466, 1), (467, 1), (468, 1), (469, 2), (470, 1), (471, 1), (472, 1), (473, 1), (474, 1)]"
136,136,2.0,0.8264,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(320, 1), (475, 1), (476, 1)]"
137,137,0.0,0.7725,"link, full, check, bike, bio, profile, video, race, build, detail","[(20, 1), (61, 1), (79, 1), (96, 1), (144, 1), (188, 1), (477, 1)]"
138,138,1.0,0.496,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(46, 1), (89, 1), (92, 1), (96, 1), (116, 1), (122, 1), (169, 1), (478, 1), (479, 1), (480, 1), (481, 1)]"
139,139,0.0,0.8386,"link, full, check, bike, bio, profile, video, race, build, detail","[(17, 1), (89, 1), (116, 1), (119, 1)]"
140,140,0.0,0.8638,"link, full, check, bike, bio, profile, video, race, build, detail","[(79, 1), (96, 1), (119, 1), (482, 1)]"
141,141,2.0,0.6528,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(483, 1)]"
142,142,1.0,0.7763,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(23, 1), (73, 1), (86, 3), (157, 1), (160, 1), (303, 2), (427, 1), (429, 2), (484, 1), (485, 1), (486, 1), (487, 1), (488, 1), (489, 1), (490, 1), (491, 1)]"
143,143,0.0,0.9035,"link, full, check, bike, bio, profile, video, race, build, detail","[(79, 1), (91, 1), (95, 1), (96, 1), (492, 1), (493, 1)]"
144,144,1.0,0.3934,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(46, 1), (89, 1), (209, 1), (256, 1), (466, 1), (494, 1), (495, 1), (496, 1)]"
145,145,0.0,0.7562,"link, full, check, bike, bio, profile, video, race, build, detail","[(20, 1), (79, 1), (96, 1), (487, 1), (497, 1), (498, 1)]"
146,146,0.0,0.3333,"link, full, check, bike, bio, profile, video, race, build, detail",[]
147,147,2.0,0.6628,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(63, 1)]"
148,148,1.0,0.7013,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(2, 1), (48, 1), (127, 1), (156, 1), (219, 1), (233, 1), (499, 1)]"
149,149,2.0,0.6583,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(48, 1), (69, 1), (156, 1), (202, 1), (335, 1), (500, 1), (501, 1)]"
150,150,2.0,0.6546,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(71, 1), (201, 1), (492, 1), (502, 1)]"
151,151,0.0,0.8774,"link, full, check, bike, bio, profile, video, race, build, detail","[(20, 2), (21, 1), (36, 1), (45, 1), (100, 1), (124, 1), (139, 1), (166, 1), (167, 1), (169, 1), (173, 1), (206, 1), (211, 1), (303, 1), (306, 1), (333, 1), (422, 1), (503, 1), (504, 1), (505, 1), (506, 1), (507, 1), (508, 1), (509, 1), (510, 1), (511, 1), (512, 1), (513, 1), (514, 1), (515, 1), (516, 1), (517, 1), (518, 1)]"
152,152,0.0,0.4754,"link, full, check, bike, bio, profile, video, race, build, detail","[(36, 1), (46, 1), (88, 1), (157, 1), (268, 1), (273, 1), (519, 1), (520, 1), (521, 1)]"
153,153,0.0,0.7939,"link, full, check, bike, bio, profile, video, race, build, detail","[(220, 1), (222, 1), (337, 1), (338, 1), (516, 1), (522, 1), (523, 1), (524, 1)]"
154,154,2.0,0.7555,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(15, 1), (525, 1)]"
155,155,2.0,0.8187,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(14, 1), (15, 1), (17, 1), (49, 1), (88, 1), (89, 1), (93, 1), (118, 1), (121, 1), (154, 1), (165, 1), (190, 1), (393, 1), (463, 1), (476, 1), (521, 1), (526, 1), (527, 1), (528, 1), (529, 1), (530, 1), (531, 1), (532, 1), (533, 1), (534, 1), (535, 1), (536, 1), (537, 1), (538, 1), (539, 1), (540, 1), (541, 1), (542, 1)]"
156,156,2.0,0.8862,"svenmartinphoto, scsyndicate, srammtb, rockshox, rear, day, nice, top, season, race","[(7, 1), (15, 1), (66, 1), (88, 1), (192, 1), (521, 1), (525, 1), (540, 1), (542, 1), (543, 1), (544, 1)]"
157,157,1.0,0.8194,"new, day, bike, trail, reservewheel, ride, go, world, year, race","[(88, 1), (89, 1), (193, 1), (429, 1), (545, 1), (546, 1), (547, 1), (548, 1)]"
158,158,0.0,0.8662,"link, full, check, bike, bio, profile, video, race, build, detail","[(20, 1), (79, 1), (96, 1), (549, 1)]"
159,159,0.0,0.8136,"link, full, check, bike, bio, profile, video, race, build, detail","[(2, 1), (126, 1), (181, 1), (196, 1), (550, 1), (551, 1), (552, 1), (553, 1)]"
