,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
82,82,2.0,0.9436,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'repostapp', 'packed', 'workshop', 'line', 'working', 'great', 'things', 'santacruzbicycles', 'reevolutionsg', 'reevolutionsg', 'limitededition', 'chriskingbuzz']"
83,83,1.0,0.9711,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['repost', 'repostapp', 'full', 'shoot', 'amazing', 'custom', 'bronson', 'tammar', 'hoops', 'custom', 'bc', 'carbon', 'goodies', 'site', 'profile', 'bcracing', 'bcwheels', 'santacruzbikes', 'santacruz', 'bronson', 'pinkisthenewblack', 'soenduro', 'enduro', 'santacruzbicyclesau', 'santacruzbicycles', 'kaneophoto']"
84,84,0.0,0.9509,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['weekend', 'follow', 'santacruznomad', 'subaru', 'kansha', 'festival', 'thisweekend', 'subarukansha', 'duo', 'rewards', 'mtb', 'hangout', 'santacruzbikes', 'santacruzbicyclessg', 'reevolutionsg']"
85,85,3.0,0.9348,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'angelaleowgray', 'repostapp', 'broke', 'morning', 'thank', 'reevolutionsg', 'bike', 'consultant', 'andrewfangio', 'santacruz']"
86,86,3.0,0.9446,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'angelaleowgray', 'repostapp', 'second', 'ride', 'steed', 'reevolutionsg', 'shredly', 'soenduro', 'photo', 'credit', 'jerome', 'tan']"
87,87,3.0,0.9581,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'repostapp', 'got', 'bike', 'build', 'reevolutionsg', 'bike', 'superb', 'advise', 'given', 'required', 'pressure', 'best', 'satisfied', 'build', 'finish', 'thanks', 'lot']"
88,88,2.0,0.9499,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['wish', 'customers', 'friends', 'happy', 'vesak', 'closed', 'tomorrow', 'back', 'action', 'mon', 'fun', 'trails', 'cheers', 'reevolution', 'team']"
89,89,3.0,0.9566,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'santacruzbicycles', 'repostapp', 'bike', 'check', 'danny', 'macaskill', 'bikerumor', 'kitted', 'rides', 'amazing', 'trails', 'play', 'around', 'full', 'article', 'profile']"
90,90,2.0,0.9683,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'repostapp', 'collaborated', 'jungle', 'morning', 'undo', 'hard', 'work', 'sloppier', 'blue', 'light', 'disco', 'ca', 'wait', 'dirtytallboy', 'wheels', 'junglefever', 'justwreckingbearings', 'chub', 'generalfilth', 'doyouevenhumiditybro', 'reevolutionsg', 'santacruzbikessg', 'mtb']"
91,91,3.0,0.9473,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'santacruzbicycles', 'repostapp', 'crew', 'iagogaray', 'loosedoglewis', 'hit', 'ireland', 'rd', 'action', 'full', 'tv', 'video', 'profile']"
92,92,2.0,0.9588,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'repostapp', 'e', 'thirteen', 'team', 'america', 'ready', 'rip', 'equipped', 'santacruzbicycles', 'e', 'thirteen', 'tent', 'round', 'progrt', 'mountaincreekbikepark', 'service', 'needs']"
93,93,1.0,0.9565,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['repost', 'julianabicycles', 'repostapp', 'spending', 'weekend', 'leishner', 'putting', 'furtado', 'cc', 'full', 'srammtb', 'rockshox', 'paces', 'whistler', 'classics', 'gojuliana', 'explorebc']"
94,94,2.0,0.9352,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'santacruzbicycles', 'repostapp', 'bronson', 'downieville', 'snow', 'almost', 'clear', 'sweet', 'sierratrails', 'garyperkin']"
95,95,2.0,0.8037,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'repostapp', 'skye']"
96,96,0.0,0.9588,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['love', 'catch', 'riders', 'mountain', 'bike', 'events', 'singapore', 'sports', 'hub', 'sat', 'jun', 'look', 'tent', 'santacruzbikessg', 'redbulldarkknights', 'funtime', 'letsride', 'mtb']"
97,97,3.0,0.9342,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'ickleoriental', 'repostapp', 'awesome', 'crazy', 'redbulldarkknights', 'nights', 'santacruzbicycles', 'reevolutionsg', 'santacruzbikessg', 'reevolutionsg']"
98,98,3.0,0.9201,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'repostapp', 'love', 'reevolutionsg', 'redbulldarkknights', 'santacruzbicycles', 'santacruzbikessg', 'pablofitness', 'mtb']"
99,99,3.0,0.9216,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'willedwill', 'repostapp', 'redbull', 'redbulldarkknights', 'santacruzbicycles', 'santacruzbikessg', 'santacruznomadc', 'reevolutionsg']"
100,100,3.0,0.9349,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'willedwill', 'repostapp', 'fahimmmmmm', 'itsmehampton', 'redbull', 'redbulldarkknights', 'santacruzbicycles', 'santacruzbikessg', 'santacruznomadcc', 'reevolutionsg']"
101,101,1.0,0.8676,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['ongoing', 'buzz', 'redbulldarkknights', 'santacruzbikessg', 'santacruzbicycles']"
102,102,0.0,0.8646,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['final', 'line', 'redbulldarkknights', 'santacruzbicycles', 'santacruzbikessg']"
103,103,0.0,0.9208,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['final', 'best', 'timing', 'currently', 'hotseat', 'redbulldarkknights', 'santacruzbicycles', 'santacruzbikessg', 'santacruzjackal']"
104,104,2.0,0.9203,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['top', 'local', 'rider', 'redbulldarkknights', 'santacruzbicycles', 'santacruzjackal', 'santacruzbikessg', 'reevolutionsg', 'santacruzbicycles']"
105,105,3.0,0.9675,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'williamthewhale', 'repostapp', 'forever', 'champion', 'great', 'riding', 'buddy', 'redbull', 'dark', 'knight', 'redbull', 'redbullsg', 'santacruzbikessg', 'santacruzbicycles', 'redbulldarkknights', 'reevolutionsg', 'leica', 'leicat', 'leicacamera', 'vsco', 'vscocam', 'lightroom']"
106,106,3.0,0.9434,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'repostapp', 'fun', 'time', 'redbulldarkknights', 'race', 'santacruzbicycles', 'santacruzbikessg', 'santacruznomadcc', 'thank', 'reevolutionsg', 'fast', 'bicycle']"
107,107,3.0,0.9022,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['santacruzbikessg', 'riders', 'havefun', 'redbulldarkknights', 'itsmehampton', 'guz', 'yaw']"
108,108,2.0,0.9279,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'repostapp', 'sending', 'redbulldarkknights', 'pablofitness', 'reevolutionsg', 'santacruzbicycles', 'santacruzbikessg', 'santacruznomadcc', 'sevenmx']"
109,109,1.0,0.9603,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['repost', 'kenberryjuice', 'repostapp', 'dropping', 'biggest', 'feature', 'red', 'bull', 'dark', 'knights', 'competition', 'redbulldarkknights', 'redbullsg', 'reevolutionsg', 'santacruzbikessg', 'santacruzbicycles', 'nomadcc', 'bikezilla', 'singaporemtb']"
110,110,3.0,0.9302,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['hey', 'ted', 'mine', 'tortoiseshell', 'kittensofinstagram', 'kittenstagram', 'resident', 'reevolutionsg', 'ted', 'santacruzapparel']"
111,111,3.0,0.9445,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'namelesse', 'repostapp', 'tech', 'saturday', 'oily', 'weekend', 'reevolutionsg', 'canecreek', 'doublebarrel', 'inline', 'mechlife', 'mtblife']"
112,112,1.0,0.9228,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['repost', 'repostapp', 'singlespeed', 'singletrack', 'chestnutnaturepark', 'workhardplayhard', 'santacruzchameleon', 'singlespeed', 'singletrack']"
113,113,2.0,0.9232,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'repostapp', 'rad', 'sesh', 'bolehillz', 'sevenz', 'swervid', 'shagger', 'scuzell']"
114,114,3.0,0.9833,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'santacruzbicycles', 'repostapp', 'thenomadsmtb', 'testing', 'hightowercc', 'frame', 'hightower', 'cc', 'xl', 'fork', 'fox', 'shock', 'fox', 'float', 'x', 'evol', 'wheels', 'envecomposites', 'hubs', 'chriskingbuzz', 'drivetrain', 'rideshimano', 'xtr', 'ring', 'cassette', 'brakes', 'shimano', 'saint', 'bar', 'enve', 'dh', 'cut', 'stem', 'enve', 'grips', 'ergonbike', 'slim', 'guide', 'mrp', 'amg', 'saddle', 'ergon', 'tires', 'maxxistires', 'hrii']"
115,115,0.0,0.9739,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['wish', 'customers', 'friends', 'selamat', 'hari', 'raya', 'fun', 'trails', 'going', 'house', 'visiting', 'closed', 'hari', 'raya', 'public', 'holiday', 'today', 'jul', 'tomorrow', 'jul', 'back', 'action', 'thu', 'jul', 'hariraya', 'mood', 'publicholiday', 'mtblife', 'reevolutionsg']"
116,116,2.0,0.968,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'julianabicycles', 'repostapp', 'already', 'buzzing', 'next', 'weekend', 'leishner', 'jaimerhill', 'georgiaastle', 'brittanyphelan', 'hosting', 'pro', 'lululemon', 'whistler', 'spot', 'stay', 'tuned', 'next', 'hangout', 'august', 'jaimerhill', 'gojuliana', 'roubionisforever']"
117,117,2.0,0.954,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'santacruzbicycles', 'repostapp', 'epic', 'shot', 'loganpeat', 'way', 'swatchprimeline', 'munichmash', 'well', 'deserved', 'spot', 'podium', 'nice', 'job', 'logan']"
118,118,3.0,0.9475,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'julianabicycles', 'repostapp', 'still', 'winning', 'really', 'truly', 'matters', 'still', 'smiling', 'kelliemmett', 'bcbikerace', 'sarahaliciaharv', 'gojuliana']"
119,119,3.0,0.9397,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'santacruzbicycles', 'repostapp', 'gregminnaar', 'podium', 'lenzerheide', 'greg', 'cup', 'podium', 'insane', 'santacruzsyndicate', 'svenmartinphoto']"
120,120,3.0,0.9606,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'santacruzbicycles', 'repostapp', 'syndicate', 'episode', 'lenzerheide', 'live', 'life', 'cup', 'road', 'continues', 'stevepeat', 'gregminnaar', 'full', 'video', 'available', 'website', 'santacruzsyndicate', 'steelcitymedia']"
121,121,2.0,0.7946,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'santacruzbicycles', 'repostapp', 'model', 'line', 'update', 'live', 'website', 'includes', 'aluminum', 'versions', 'tallboy', 'bronson', 'show', 'beautiful', 'slate', 'well', 'color', 'options', 'available', 'order', 'local', 'dealer', 'starting', 'today', 'hit', 'profile', 'see', 'goods', 'website']"
122,122,3.0,0.9132,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['kind', 'soul', 'drawing', 'reevolution', 'team', 'thankyou', 'elena', 'portraits']"
123,123,3.0,0.888,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['online', 'home', 'weblink', 'reevolutionsg', 'website', 'mtblife']"
124,124,3.0,0.9479,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['national', 'mountainbike', 'championship', 'downhill', 'men', 'elite', 'runner', 'santacruzbicycles', 'santacruzbicyclessg', 'reevolutionsg', 'dirtraction', 'ocbccycle', 'mtblife', 'downhillmtb']"
125,125,3.0,0.9479,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['national', 'mountainbike', 'championship', 'downhill', 'men', 'elite', 'runner', 'santacruzbicycles', 'santacruzbicyclessg', 'reevolutionsg', 'dirtraction', 'ocbccycle', 'mtblife', 'downhillmtb']"
126,126,3.0,0.9512,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['national', 'mountainbike', 'championship', 'downhill', 'men', 'elite', 'place', 'santacruzbicycles', 'santacruzbicyclessg', 'santacruznomadcc', 'reevolutionsg', 'dirtraction', 'ocbccycle', 'mtblife', 'downhillmtb']"
127,127,3.0,0.9512,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['national', 'mountainbike', 'championship', 'downhill', 'men', 'elite', 'place', 'santacruzbicycles', 'santacruzbicyclessg', 'santacruznomadcc', 'reevolutionsg', 'dirtraction', 'ocbccycle', 'mtblife', 'downhillmtb']"
128,128,3.0,0.7451,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['champions', 'national', 'mountainbike', 'championship', 'downhill', 'race', 'thankyou', 'making', 'us', 'proud', 'santacruzbicycles', 'santacruzbicyclessg', 'reevolutionsg', 'dirtraction', 'ocbccycle', 'mtblife', 'downhillmtb']"
129,129,3.0,0.9347,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['national', 'mountainbike', 'championship', 'xc', 'runner', 'reevolutionsg', 'santacruzbicyclessg', 'santacruzbicycles', 'dirtraction', 'ocbccycle', 'mtblife']"
130,130,2.0,0.9676,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'santacruzbicycles', 'repostapp', 'bronsoncc', 'models', 'srammtb', 'eagle', 'kits', 'shipping', 'contact', 'local', 'dealer', 'info', 'bronson', 'models', 'srammtb', 'srameagle', 'kits', 'shipping', 'contact', 'local', 'dealer', 'info']"
131,131,3.0,0.9503,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'julianabicycles', 'repostapp', 'great', 'hours', 'acclimatizing', 'catching', 'practice', 'aspen', 'starts', 'tomorrow', 'bring', 'svenmartinphoto', 'gojuliana', 'ewsaspensnowmass']"
132,132,1.0,0.9532,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['repost', 'julianabicycles', 'repostapp', 'spot', 'newness', 'ridehousemartin', 'kelliemmett', 'leishner', 'set', 'go', 'srammtb', 'eagle', 'roubions', 'svenmartinphoto', 'gojuliana', 'srameagle']"
133,133,2.0,0.9397,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'santacruzbicycles', 'repostapp', 'loose', 'usa', 'loosedoglewis', 'getting', 'playtime', 'ahead', 'snowmass', 'colorado', 'svenmartinphoto']"
134,134,1.0,0.9391,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['repost', 'santacruzbicycles', 'repostapp', 'cross', 'season', 'coming', 'stigmata', 'colors', 'options', 'number', 'shown', 'stigmatacc']"
135,135,3.0,0.9586,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'santacruzbicycles', 'repostapp', 'cup', 'spoilers', 'elite', 'wc', 'dh', 'podium', 'place', 'mont', 'st', 'anne', 'nice', 'luca', 'gregminnaar', 'right', 'behind']"
136,136,3.0,0.9625,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'santacruzbicycles', 'repostapp', 'helmet', 'cam', 'mont', 'ste', 'anne', 'fastest', 'msa', 'cup', 'dh', 'ever', 'ratboy', 'takes', 'full', 'video', 'profile', 'santacruzsyndicate', 'steelcitymedia']"
137,137,2.0,0.9292,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'santacruzbicycles', 'repostapp', 'best', 'part', 'downieville', 'classic', 'river', 'jump', 'asdid']"
138,138,2.0,0.9397,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'santacruzbicycles', 'repostapp', 'company', 'man', 'takes', 'mont', 'st', 'anne', 'nice', 'kiran', 'svenmartinphoto']"
139,139,3.0,0.9682,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['dear', 'customers', 'friends', 'closed', 'aug', 'aug', 'celebrate', 'singapore', 'birthday', 'resume', 'business', 'aug', 'wish', 'singapore', 'happy', 'happy', 'birthday', 'cheers', 'reevolution', 'team', 'singapore', 'proud', 'singaporeans', 'letscelebrate']"
140,140,3.0,0.9684,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['big', 'thank', 'customers', 'friends', 'support', 'time', 'hope', 'continue', 'provide', 'customers', 'quality', 'service', 'best', 'priced', 'products', 'cheers', 'reevolution', 'team', 'proud', 'reevolutionsg', 'mtblife', 'bigthankyou', 'anniversary', 'santacruzfamily']"
141,141,3.0,0.9115,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'santacruzbicycles', 'repostapp', 'action', 'garyperkin', 'dylanwolsky', 'thenomadsmtb', 'bronsoncc']"
142,142,2.0,0.9585,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'julianabicycles', 'repostapp', 'wanted', 'learn', 'whip', 'worked', 'got', 'yesterday', 'whip', 'championships', 'crankworx', 'whistler', 'nice', 'jaimerhill', 'svenmartinphoto', 'gojuliana', 'crankworx']"
143,143,2.0,0.9344,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'santacruzbicycles', 'repostapp', 'takes', 'crankworx', 'whip', 'championships', 'nice', 'job', 'svenmartinphoto', 'whipoffworlds']"
144,144,3.0,0.9216,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'julianabicycles', 'repostapp', 'follow', 'yellow', 'brick', 'road', 'brittanyphelan', 'gojuliana']"
145,145,2.0,0.9343,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'santacruzbicycles', 'repostapp', 'back', 'black', 'forrest', 'junglemassiv', 'tallboyccplus', 'good', 'times', 'always']"
