,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
201,201,3.0,0.9406,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'santacruzbicycles', 'repostapp', 'riding', 'oregon', 'great', 'shown', 'parisgore', 'image', 'transcascadia', 'know', 'make', 'better', 'lift', 'accessed', 'bike', 'park', 'timberlinelodge', 'mt', 'hood', 'plan', 'works', 'years', 'approved', 'forrest', 'service', 'keeps', 'getting', 'held', 'appeals', 'special', 'interest', 'groups', 'help', 'hit', 'profile', 'details', 'help', 'make', 'timberline', 'bike', 'park', 'reality']"
202,202,3.0,0.8877,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'julianabicycles', 'repostapp', 'svenmartinphoto', 'gojuliana', 'soultrailssospel']"
203,203,1.0,0.953,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['dear', 'customers', 'shop', 'closed', 'weekend', 'catch', 'mon', 'oct', 'meanwhile', 'happy', 'trailing', 'enjoy', 'weekend', 'cheers', 'reevolution', 'team']"
204,204,3.0,0.9287,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['ready', 'rock', 'n', 'roll', 'santacruztallboy', 'santacruzbicyclessg', 'capetocapemtb', 'mtblife', 'readytorace', 'reevolutionsg']"
205,205,0.0,0.9586,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['cape', 'cape', 'race', 'live', 'update', 'passed', 'finish', 'line', 'stage', 'complete', 'take', 'breather', 'prepare', 'final', 'stage', 'tomorrow', 'capetocapemtb', 'mtblife']"
206,206,3.0,0.9563,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['cape', 'cape', 'race', 'live', 'update', 'han', 'passing', 'water', 'hong', 'chun', 'checkpoint', 'blazing', 'fast', 'capetocapemtb', 'mtblife', 'santacruztallboy', 'reevolutionsg']"
207,207,3.0,0.7027,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['good', 'race', 'capetocapemtb', 'santacruztallboy', 'guys', 'made', 'us', 'proud', 'reevolutionsg', 'mtblife']"
208,208,0.0,0.9606,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['cape', 'cape', 'race', 'live', 'update', 'days', 'gruelling', 'later', 'racers', 'finally', 'crossed', 'finish', 'line', 'awesome', 'experience', 'capetocapemtb', 'santacruztallboy', 'reevolutionsg', 'mtblife']"
209,209,3.0,0.9212,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['customer', 'capetocapemtb', 'hope', 'enjoyed', 'race', 'santacruztallboy', 'built', 'reevolutionsg', 'mtblife']"
210,210,3.0,0.9211,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'repostapp', 'thank', 'santacruz', 'singapore', 'reevolutionsg', 'support', 'fast', 'bicycle']"
211,211,3.0,0.9692,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['wanted', 'give', 'shoutout', 'guys', 'following', 'live', 'updates', 'cape', 'cape', 'race', 'racers', 'team', 'appreciate', 'support', 'flight', 'back', 'singapore', 'right', 'see', 'shop', 'tomorrow', 'capetocapemtb', 'liveupdate', 'comes', 'toanend']"
212,212,2.0,0.9016,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'julianabicycles', 'repostapp', 'solid', 'case', 'mondays', 'gojuliana']"
213,213,3.0,0.94,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'santacruzbicycles', 'repostapp', 'nomad', 'front', 'wheel', 'gets', 'lost', 'kenya', 'really', 'slow', 'hansnowayrey']"
214,214,1.0,0.9588,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['repost', 'julianabicycles', 'repostapp', 'makes', 'life', 'fernie', 'bc', 'dang', 'great', 'biker', 'kimshopland', 'check', 'latest', 'places', 'bio', 'gforcephoto', 'gojuliana', 'goingplaces']"
215,215,1.0,0.9619,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['repost', 'santacruzbicycles', 'repostapp', 'steps', 'top', 'mitch', 'ropelato', 'srammtb', 'rider', 'mitchropo', 'awesome', 'pov', 'video', 'full', 'crankworxwhistler', 'experience', 'story', 'full', 'video', 'profile']"
216,216,2.0,0.9531,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['wish', 'customers', 'friends', 'happy', 'deepavali', 'happy', 'holidays', 'shop', 'closed', 'sat', 'oct', 'business', 'mon', 'oct', 'cheers', 'reevolution']"
217,217,3.0,0.9682,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['weekends', 'back', 'flew', 'land', 'deliver', 'couple', 'tallboy', 'support', 'racing', 'cape', 'cape', 'mtb', 'event', 'quick', 'recap', 'went', 'race', 'check', 'video', 'bio', 'capetocapemtb', 'mtblife', 'santacruztallboy', 'reevolutionsg']"
218,218,3.0,0.9397,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'santacruzbicycles', 'repostapp', 'train', 'macaskillville', 'showing', 'check', 'film', 'wee', 'profile', 'cutmedia', 'weedayout']"
219,219,3.0,0.9342,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'repostapp', 'thank', 'reevolutionsg', 'sallypeh', 'harolddddddd', 'namelesse', 'best', 'machine', 'santacruzbicycles', 'santacruztallboy']"
220,220,2.0,0.9443,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'santacruzbicycles', 'repostapp', 'endurojesus', 'hightowercc', 'took', 'little', 'autumn', 'trip', 'north', 'wicked', 'trails', 'ashland']"
221,221,0.0,0.9525,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['repost', 'julianabicycles', 'repostapp', 'yak', 'attack', 'riderrachy', 'julialikesbikes', 'still', 'nepal', 'getting', 'done', 'joplins', 'altitude', 'roofowler', 'gojuliana', 'yakattack']"
222,222,1.0,0.9438,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['repost', 'santacruzbicycles', 'repostapp', 'dylanwolsky', 'thenomadsmtb', 'tallboycc', 'ready', 'shred', 'mount', 'fromme', 'man', 'north', 'sebkemp']"
223,223,3.0,0.9474,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'santacruzbicycles', 'repostapp', 'inspiration', 'weekend', 'loosedoglewis', 'crew', 'back', 'edit', 'talking', 'jibberish', 'full', 'video', 'profile']"
224,224,3.0,0.9219,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'santacruzbicycles', 'repostapp', 'santacruzsyndicate', 'tools', 'trade', 'custom', 'worlds', 'svenmartinphoto']"
225,225,0.0,0.9734,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['repost', 'julianabicyclesnz', 'repostapp', 'race', 'season', 'kicked', 'south', 'island', 'inaugural', 'nelsonmtb', 'mammoth', 'weekend', 'followed', 'craigieburn', 'peaks', 'dunedin', 'gon', 'na', 'busy', 'weeks', 'repost', 'back', 'years', 'peaks', 'enduro', 'corbett', 'gojuliana', 'mammoth', 'nelsonmtb']"
226,226,3.0,0.9856,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'santacruzbicycles', 'repostapp', 'check', 'episode', 'maxxistires', 'rubber', 'side', 'featuring', 'srammtb', 'enduro', 'rider', 'mark', 'scott', 'seasons', 'embedded', 'fastest', 'ews', 'racers', 'currently', 'scene', 'hailing', 'innerleithen', 'scotland', 'downhill', 'background', 'technical', 'skills', 'honed', 'years', 'riding', 'europes', 'technical', 'trails', 'insight', 'mark', 'work', 'ethic', 'racing', 'background', 'whole', 'load', 'pinned', 'riding', 'latest', 'episode', 'rubber', 'side', 'full', 'video', 'profile', 'steelcitymedia', 'hightowercc', 'stigmatacc']"
227,227,1.0,0.9476,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['repost', 'santacruzbicycles', 'repostapp', 'interviewed', 'live', 'bbcnews', 'special', 'guest', 'check', 'full', 'interview', 'profile', 'attheedge', 'ridingformylife']"
228,228,3.0,0.9127,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'julianabicycles', 'repostapp', 'time', 'migrate', 'brittanyphelan', 'gojuliana', 'roubionisforever']"
229,229,2.0,0.9434,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'santacruzbicycles', 'repostapp', 'tallboycc', 'snow', 'time', 'lake', 'district', 'crew', 'head', 'bike', 'night', 'kendalmountainfestival']"
230,230,1.0,0.9028,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['dirtbike', 'weekend', 'always', 'fun', 'ktm', 'dirtbikelife', 'ironmanenduro']"
231,231,3.0,0.9478,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'santacruzbicycles', 'repostapp', 'mess', 'around', 'mess', 'around', 'watch', 'full', 'edit', 'danny', 'film', 'weedayout', 'profile']"
232,232,0.0,0.9335,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['repost', 'julianabicycles', 'repostapp', 'catch', 'lady', 'action', 'yesterday', 'clip', 'gojuliana', 'julianajoplin', 'juliohu']"
233,233,3.0,0.9219,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['u', 'voted', 'days', 'vote', 'bio', 'reevolutionsg', 'therun', 'mtblife', 'voteforus']"
234,234,2.0,0.9276,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'repostapp', 'another', 'angle', 'ianleanphoto', 'haha', 'check', 'grin', 'morepie', 'dirtmagazine']"
235,235,3.0,0.9475,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'santacruzbicycles', 'repostapp', 'hoping', 'clouds', 'part', 'ride', 'sunset', 'weekend', 'nice', 'bronsoncc', 'build', 'guys', 'pedalandspoke']"
236,236,3.0,0.9777,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'repostapp', 'bike', 'list', 'gc', 'endorsed', 'move', 'epic', 'ashingtonio', 'jeffcalam', 'rodbardsley', 'cordijortes', 'time', 'nz', 'summer', 'hightower', 'frothing', 'unleash', 'chur', 'harolddddddd', 'build', 'full', 'fox', 'shimano', 'scenario', 'nosuchthingastoomuchsc', 'thankssanta', 'gaggingforrealtrails', 'frothing', 'dirtyhightower', 'stoked', 'santacruzbicyclessg', 'santacruzhightower', 'reevolutionsg']"
237,237,3.0,0.9023,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'julianabicycles', 'repostapp', 'robinoneill', 'freehubmag', 'gojuliana', 'roubionisforever']"
238,238,2.0,0.963,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'kenberryjuice', 'repostapp', 'sad', 'today', 'end', 'riding', 'trip', 'chiang', 'mai', 'loads', 'fun', 'crazy', 'bunch', 'definitely', 'return', 'santacruzbikes', 'santacruzsg', 'bikezillasg', 'reevolutionsg']"
239,239,3.0,0.9134,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'tonyherdrich', 'repostapp', 'super', 'enduro', 'taiwan', 'santacruzbicyclessg', 'santacruztallboy']"
240,240,3.0,0.9348,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['proud', 'win', 'awards', 'bestmtb', 'brand', 'bestmtbgrips', 'cyclistchoice', 'togoparts', 'santacruzbicycles', 'santacruzbicyclessg', 'reevolutionsg']"
241,241,3.0,0.9477,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'santacruzbicycles', 'repostapp', 'check', 'chriskingbuzz', 'anniversary', 'bike', 'photo', 'album', 'including', 'limited', 'edition', 'theradavist', 'souphorse']"
242,242,3.0,0.9219,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'julianabicycles', 'repostapp', 'kind', 'christmas', 'lights', 'liveliferidebikes', 'gojuliana', 'roubionisforever']"
243,243,1.0,0.9562,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['repost', 'repostapp', 'phone', 'clips', 'trip', 'thanks', 'making', 'happen', 'santacruzbicycles', 'crimbo', 'party', 'good', 'time', 'loosedoglewis', 'wockelgram', 'iagogaray', 'dannymaclesfield']"
244,244,3.0,0.9283,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'santacruzbicycles', 'repostapp', 'svenmartinphoto', 'getting', 'good', 'weather', 'nice', 'southern', 'hemisphere']"
245,245,3.0,0.9402,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'repostapp', 'dreamy', 'vessel', 'big', 'weeks', 'yolo', 'keen', 'uk', 'muck', 'doyouevendiego', 'iagomakemedoadrift']"
246,246,3.0,0.9555,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['dear', 'customers', 'friends', 'closed', 'christmas', 'holidays', 'sat', 'dec', 'mon', 'dec', 'back', 'action', 'tue', 'dec', 'reevolutionsg', 'mtblifestyle', 'festiveseason']"
247,247,3.0,0.8874,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'jovirvfchia', 'repostapp', 'santacruzbikessg', 'reevolutionsg', 'santacruzhightower']"
248,248,3.0,0.9719,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'cedricgracia', 'repostapp', 'les', 'gets', 'cup', 'check', 'video', 'youtube', 'channel', 'cedric', 'gracia', 'mud', 'race', 'oldschool', 'legends', 'mtb', 'crash', 'volvo', 'lesgets', 'worldcup', 'rain', 'fun', 'party', 'best', 'time', 'ever']"
249,249,2.0,0.9638,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['away', 'looking', 'forward', 'set', 'resolution', 'closed', 'sat', 'dec', 'mon', 'jan', 'resume', 'business', 'operations', 'tue', 'jan', 'see', 'newyear', 'cheers', 'happynewyearseve', 'reevolutionsg', 'mtblife']"
250,250,1.0,0.9568,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['repost', 'repostapp', 'took', 'snazzy', 'snowdon', 'yesterday', 'captured', 'strange', 'wonderfull', 'things', 'thanks', 'crimbo', 'pressie', 'gopro', 'gon', 'na', 'use']"
251,251,2.0,0.9434,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'santacruzbicycles', 'repostapp', 'nice', 'shot', 'ashingtonio', 'hightowercc', 'local', 'trails', 'sospel', 'france', 'sospelmtb', 'bunkerbuster']"
252,252,3.0,0.9216,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['repost', 'vitalmtb', 'repostapp', 'wan', 'na', 'see', 'every', 'vital', 'bikeoftheday']"
253,253,2.0,0.4911,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['repost', 'santacruzbicyclessg', 'repostapp', 'unique', 'build', 'greywhiteblack', 'decided', 'put', 'lefty', 'fork', 'santacruzbikes']"
254,254,1.0,0.9292,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['trying', 'glow', 'special', 'glow', 'dark', 'versions', 'handle', 'grips', 'available', 'shop']"
255,255,2.0,0.9355,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['jenga', 'fun', 'cedric', 'gracia', 'signature', 'grips', 'came', 'santacruzcggrips', 'dirtysanchez', 'whatdoesntkillyoumakesyoustronger', 'santacruzbikessg']"
256,256,3.0,0.9727,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['mrp', 'ramp', 'control', 'cartridge', 'installed', 'rock', 'shox', 'pike', 'tune', 'fork', 'bottom', 'characteristics', 'without', 'affecting', 'initial', 'mid', 'stroke', 'means', 'instant', 'improvement', 'adjustability', 'different', 'trails', 'riding', 'styles', 'mountainracingproducts', 'rampcontrol', 'reevolutionsg']"
257,257,3.0,0.9748,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['bling', 'alert', 'guys', 'require', 'even', 'finer', 'tuning', 'options', 'forks', 'upgrade', 'kits', 'fast', 'suspension', 'arrived', 'clicks', 'high', 'speed', 'adjustment', 'fork', 'tuned', 'trail', 'able', 'fitted', 'fox', 'select', 'rock', 'shox', 'forks', 'fastsuspension', 'reevolutionsg']"
258,258,1.0,0.5464,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['dear', 'customers', 'friends', 'closed', 'mon', 'january', 'thu', 'february', 'chinese', 'festive', 'season', 'back', 'action', 'fri', 'febuary', 'drop', 'shop', 'lion', 'dance', 'grace', 'rooster', 'reevolution', 'team', 'reevolutionsg', 'mtblife', 'cny', 'welcomeroosteryear']"
259,259,0.0,0.9647,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['finally', 'back', 'action', 'today', 'short', 'break', 'chinese', 'join', 'us', 'shop', 'yearly', 'lion', 'dance', 'performance', 'watch', 'space', 'live', 'streaming', 'whole', 'event', 'huat']"
260,260,0.0,0.8707,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['huat', 'ah', 'happybirthday', 'liondance', 'reevolutionsg']"
261,261,0.0,0.9137,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['late', 'night', 'back', 'alley', 'shenanigans', 'feature', 'coming', 'soon']"
262,262,0.0,0.9546,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['seeing', 'rainbows', 'raceface', 'parts', 'arrived', 'chase', 'rainy', 'blues', 'away', 'swipe', 'left', 'photos', 'mtb', 'raceface', 'rainbow', 'components']"
263,263,1.0,0.8452,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['even', 'chain', 'bro', 'bikechainsfordays']"
264,264,1.0,0.9378,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['mrp', 'ramp', 'control', 'upgrade', 'finally', 'available', 'fox', 'forks', 'real', 'honey', 'grease', 'haha']"
265,265,2.0,0.8054,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['mrp', 'spring', 'rearshock']"
266,266,3.0,0.8699,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['kick', 'start', 'annual', 'event', 'mtblife']"
267,267,2.0,0.8039,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['thru', 'eyes', 'mtblife']"
268,268,2.0,0.8039,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['thru', 'eyes', 'mtblife']"
269,269,2.0,0.9715,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['years', 'choosing', 'right', 'fabrics', 'prototypes', 'testing', 'riders', 'finally', 'come', 'official', 'launching', 'reevo', 'apparel', 'line', 'jerseys', 'riding', 'shorts', 'quality', 'control', 'manager', 'checking', 'softness', 'fabric', 'reevolutionsg', 'fabrics', 'apparel', 'mtblife']"
270,270,2.0,0.9687,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['haha', 'fooled', 'aprilfools', 'really', 'releasing', 'apparel', 'line', 'stocked', 'race', 'face', 'jerseys', 'shorts', 'limited', 'pieces', 'available', 'bio', 'come', 'shop', 'tomorrow', 'try', 'mtblife', 'apparels', 'uwant', 'comegetsome']"
271,271,3.0,0.8881,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['wheelbuilding', 'dark', 'art', 'wheelbuilding', 'mtblife', 'reevolutionsg']"
272,272,1.0,0.8223,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['good', 'friday', 'happy', 'easter', 'customers', 'friends', 'closed', 'today', 'april', 'back', 'action', 'tomorrow', 'happy', 'holidays', 'keep', 'trailing', 'muds', 'cheers', 'reevolution', 'team']"
273,273,0.0,0.9516,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['worry', 'bottoming', 'gangsa', 'jumps', 'mrp', 'ribbon', 'fork', 'built', 'ramp', 'control', 'cartridge', 'justwhackonly', 'mtblife', 'mrp', 'ribbon']"
274,274,3.0,0.8716,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['resident', 'sram', 'technical', 'wizard', 'mtblife']"
275,275,2.0,0.9389,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['lightweight', 'ride', 'strong', 'matters', 'descent', 'race', 'face', 'next', 'coming', 'soon', 'raceface', 'mtblife']"
276,276,3.0,0.9128,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['added', 'lights', 'showroom', 'make', 'brighter', 'think', 'niceanot', 'mtblife']"
277,277,3.0,0.9023,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['trying', 'facebookpubertychallenge', 'still', 'remembers', 'shop', 'looked', 'started']"
278,278,2.0,0.9682,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, back, julianabicycles, happy, race","['long', 'weekend', 'closed', 'mon', 'labour', 'public', 'holiday', 'back', 'wrenching', 'tue', 'hereby', 'wish', 'friends', 'customers', 'suppliers', 'relaxed', 'labourday', 'cheers', 'reevolution', 'team', 'reevolutionsg', 'mtblife', 'relax', 'nomondayblues']"
279,279,0.0,0.8433,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['sexy', 'nomad', 'santacruznomad', 'mtblife']"
280,280,1.0,0.9558,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['dear', 'customers', 'friends', 'wish', 'peaceful', 'vesak', 'public', 'holiday', 'closed', 'wed', 'resume', 'business', 'operations', 'thu', 'cheers', 'reevolution', 'team']"
281,281,1.0,0.8898,"repost, repostapp, santacruzbicycles, reevolutionsg, santacruzbicyclessg, weekend, bike, mtblife, gojuliana, back","['happy', 'mother', 'mums', 'mothersday', 'neverforget', 'momisthebest']"
282,282,0.0,0.9028,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['done', 'porttoport', 'mtblife', 'newcastle', 'readytorace', 'results', 'bio']"
283,283,0.0,0.8444,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['done', 'porttoport', 'mtblife', 'newcastle']"
284,284,0.0,0.9039,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['final', 'porttoport', 'mtblife', 'newcastle', 'lotsoffun', 'wrapup', 'readytorace']"
285,285,0.0,0.9717,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['long', 'weekend', 'wishing', 'muslim', 'customers', 'friends', 'selamat', 'hari', 'raya', 'closed', 'hari', 'raya', 'puasa', 'public', 'holiday', 'mon', 'jun', 'resume', 'operations', 'tue', 'jun', 'cheers', 'reevolution', 'team', 'longweekend', 'hariraya', 'mtblife']"
286,286,0.0,0.5554,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['happy', 'birthday', 'singapore', 'taking', 'break', 'today', 'watch', 'ndp', 'see', 'fireworks', 'back', 'action', 'tomorrow', 'happybirthdaysingapore', 'mtblife', 'midweek', 'holiday']"
287,287,3.0,0.9623,"repost, repostapp, santacruzbicycles, reevolutionsg, mtblife, santacruzbicyclessg, bike, gojuliana, julianabicycles, back","['years', 'ago', 'today', 'officially', 'opened', 'doors', 'looked', 'back', 'thanks', 'everyone', 'friends', 'family', 'riders', 'customers', 'part', 'reevolution', 'reevolutionsg', 'manymoreyearstocome', 'thankyouforthesupport', 'mtblife']"
288,288,0.0,0.9705,"repostapp, reevolutionsg, repost, mtblife, santacruzbicycles, back, weekend, santacruzbicyclessg, bike, us","['wish', 'muslim', 'friends', 'customers', 'selamat', 'hari', 'raya', 'haji', 'happy', 'holiday', 'long', 'weekend', 'closed', 'today', 'back', 'action', 'tomorrow', 'sep', 'cheers', 'reevolution', 'team', 'harirayahaji', 'holiday', 'longweekend', 'mtblife', 'reevolutionsg']"
